recno,ACO,RAB1950,DEB1950,Field,Xcen,Ycen,Atype,BMtype,Count,u_Count,m1,u_m1,m3,u_m3,m10,u_m10,Prev,Xpos,Ypos,GLON,GLAT,z,u_z,Rich,Dclass,m10A,NF_1,Obs_1,NF_2,Obs_2,NF_3,Obs_3,_RA_icrs,_DE_icrs
953,3665,301.49999999999994,-53.316666666666656,"F186",-124,89,"RI:","III",120,?,17.8, ,18.6,:,19.0, ,"BQ",288,253,345.24,-32.95,0.237, ,2,6,17.3,2,O,1,A,, ,302.456985,-53.169190555555545
963,3675,304.525,-53.099999999999994,"F186",-27,103,"I  ","II-III",54, ,16.3, ,17.3, ,18.6, ,"DS",191,267,345.56,-34.76,, ,1,5,17.2,1,O,, ,, ,305.4686847222222,-52.94028972222222
980,3692,307.775,-51.68333333333332,"F234",7,-88,"IR ","II",46, ,15.4, ,16.8, ,17.0, ," ",157,76,347.29,-36.75,, ,0,5,17.1,1,O,, ,, ,308.6916880555555,-51.510998333333326
1038,3750,317.65,-49.79999999999999,"F235",87,10,"R  ","II-III:",99, ,17.7, ,18.0, ,18.5, ," ",77,174,349.12,-43.11,, ,2,6,17.3,1,C,, ,, ,318.5100794444444,-49.59279555555555
1033,3745,316.07499999999993,-47.61666666666666,"F235",35,130,"R  ","II-III",96,:,18.0,?,18.2,?,18.8,:,"Q",129,294,352.22,-42.3,, ,2,6,17.4,1,C,1,O,1,A,316.9250355555555,-47.414672222222215
1030,3742,315.82499999999993,-47.349999999999994,"F286",28,-125,"I  ","II-III",35, ,13.4, ,14.1, ,15.1, ,"DQS",136,39,352.6,-42.15,0.0165,),0,3,15.3,1,A,, ,, ,316.67404611111107,-47.148845833333326
1037,3749,316.72499999999997,-46.01666666666666,"F286",62,-55,"IR ","III",55, ,15.7, ,16.4, ,17.6, ," ",102,109,354.35,-42.85,0.032,),1,5,17.2,1,O,, ,, ,317.5612833333333,-45.81253416666666
1008,3720,313.29999999999995,-47.21666666666666,"F235",-64,149,"I: ","II:",74, ,17.5, ,18.0, ,19.2, ," ",228,313,352.89,-40.45,, ,1,6,17.4,1,C,, ,, ,314.15743555555554,-47.024177222222214
1013,3725,313.82499999999993,-47.06666666666666,"F235",-46,158,"R  ","II-III",57, ,17.7, ,17.9, ,18.5, ," ",210,322,353.07,-40.81,, ,1,6,17.3,1,C,, ,, ,314.67940083333326,-46.87234666666666
1026,3738,315.07499999999993,-43.81666666666666,"F286",1,64,"RI?","III",40, ,18.4,:,18.9, ,19.3, ," ",163,228,357.37,-41.75,, ,0,6,17.4,1,O,1,A,, ,315.9024022222222,-43.618089444444436
1024,3736,314.99999999999994,-43.51666666666666,"F286",-2,80,"IR ","III",35,:,16.8, ,17.1, ,18.0, ,"Q",166,244,357.77,-41.7,0.0487,),0,6,17.3,1,O,1,A,, ,315.8257044444444,-43.318348055555546
1011,3723,313.57499999999993,-43.449999999999996,"F286",-57,84,"I  ","III",64, ,17.8, ,18.1, ,18.9, ," ",221,248,357.84,-40.66,, ,1,6,17.3,1,O,, ,, ,314.4048830555555,-43.25659722222222
1009,3721,313.4,-43.283333333333324,"F286",-64,92,"I  ","III",56, ,17.8, ,18.1, ,19.1, ," ",228,256,358.06,-40.53,, ,1,6,17.4,1,O,, ,, ,314.22934027777774,-43.09054444444444
1012,3724,313.82499999999993,-42.599999999999994,"F286",-48,129,"RI?","III",72, ,18.1,:,18.5, ,19.2, ," ",212,293,358.97,-40.82,, ,1,6,17.4,1,O,1,A,, ,314.6485702777777,-42.4057361111111
1350,4062,358.775,-65.49999999999999,"F078",-31,-26,"R  ","II-III",38, ,16.7, ,18.3, ,19.1, ," ",195,138,311.83,-50.97,, ,0,6,17.4,1,O,, ,, ,359.42524638888887,-65.22154194444444
1321,4033,355.9,-64.69999999999999,"F078",-97,14,"I  ","III",41, ,17.8, ,18.1, ,19.3, ," ",261,178,314.09,-51.27,, ,0,6,17.4,1,O,, ,, ,356.5791091666666,-64.42210833333333
1316,4028,355.12499999999994,-64.06666666666666,"F110",67,52,"RI:","III",68,:,16.3, ,17.0, ,18.1, ,"B",97,216,315.0,-51.71,, ,1,6,17.3,1,C,1,O,, ,355.8106855555555,-63.789046944444436
1324,4036,356.12499999999994,-63.04999999999999,"F078",-98,102,"RI ","III",61, ,17.5,?,17.8, ,19.0, ,"B",262,266,315.03,-52.82,, ,1,6,17.4,1,O,2,C,, ,356.79930694444437,-62.77204055555555
1294,4006,351.17499999999995,-62.68333333333332,"F110",-25,126,"I  ","II-III:",86, ,17.7, ,18.1, ,19.0, ," ",189,290,318.59,-52.1,, ,2,6,17.4,2,C,, ,, ,351.89461722222217,-62.4078786111111
1289,4001,350.12499999999994,-61.73333333333333,"F148",-39,-90,"R  ","II-III",79, ,17.5, ,17.9, ,18.8, ," ",203,74,320.1,-52.64,, ,1,6,17.3,1,C,, ,, ,350.85081249999996,-61.45867444444443
1339,4051,357.72499999999997,-63.01666666666666,"F078",-59,106,"IR ","I-II",36, ,15.4, ,16.3, ,17.8, ," ",223,270,313.94,-53.14,, ,0,5,17.2,1,O,, ,, ,358.3841644444444,-62.73833638888888
1355,4067,359.09999999999997,-60.94999999999999,"F111",-27,-48,"R  ","III",72, ,15.9, ,16.3,:,16.9, ,"BDR",191,116,314.2,-55.3,, ,1,5,17.1,1,C,, ,, ,359.7457255555555,-60.67152444444444
1264,3976,346.34999999999997,-61.133333333333326,"F148",-142,-62,"R  ","II",73, ,17.2, ,18.1, ,18.7, ,"D",306,102,323.06,-52.05,, ,1,6,17.3,1,C,, ,, ,347.10604138888885,-60.86228472222221
1259,3971,345.74999999999994,-60.96666666666666,"F147",101,-55,"R  ","II-III",136, ,16.7, ,17.4, ,18.0, ," ",63,109,323.6,-52.0,, ,3,6,17.3,1,C,, ,, ,346.51031722222217,-60.696300277777766
1255,3967,345.65,-60.91666666666666,"F148",-155,-54,"R  ","III",65, ,17.9, ,18.0, ,18.3, ,"B",319,110,323.71,-52.0,, ,1,6,17.3,1,C,, ,, ,346.4109136111111,-60.64641694444444
1242,3954,344.47499999999997,-61.33333333333332,"F147",60,-70,"R  ","III",91, ,17.3, ,17.6, ,18.2, ," ",104,94,323.96,-51.32,, ,2,6,17.3,1,C,, ,, ,345.24799999999993,-61.06451138888888
1229,3941,343.19999999999993,-61.21666666666666,"F147",24,-64,"I  ","II-III?",43, ,17.2, ,17.9, ,18.3, ," ",140,100,324.81,-50.99,, ,0,6,17.3,1,C,, ,, ,343.98312222222216,-60.94952277777777
1245,3957,344.775,-60.44999999999999,"F147",70,-23,"R  ","I-II",56, ,18.4,?,18.8, ,19.4, ," ",94,141,324.74,-52.07,, ,1,6,17.4,1,C,, ,, ,345.5408566666666,-60.180805833333324
1215,3927,342.34999999999997,-60.83333333333332,"F147",4,-42,"R: ","III",91, ,17.6, ,17.9, ,18.5, ," ",160,122,325.71,-50.98,, ,2,6,17.3,1,C,, ,, ,343.13792833333326,-60.567383055555545
1228,3940,343.07499999999993,-60.633333333333326,"F147",25,-32,"R  ","III",105, ,17.6, ,17.9,?,18.2,:," ",139,132,325.52,-51.37,, ,2,6,17.3,1,C,, ,, ,343.85579777777775,-60.366363888888884
1254,3966,345.65,-60.383333333333326,"F147",93,-20,"R  ","II",43, ,16.3, ,16.7, ,17.7, ," ",71,144,324.28,-52.41,, ,0,5,17.2,1,C,, ,, ,346.4083402777777,-60.11308527777777
1235,3947,343.775,-59.01666666666666,"F147",42,53,"R  ","II",92, ,16.5, ,17.2, ,18.0, ," ",122,217,326.94,-52.78,, ,2,6,17.3,1,C,, ,, ,344.54164861111104,-58.74875916666666
1227,3939,342.99999999999994,-58.46666666666666,"F147",23,83,"I  ","III",88, ,16.7, ,16.9, ,17.5, ,"D",141,247,328.06,-52.88,, ,2,5,17.2,1,C,, ,, ,343.7698130555555,-58.19981027777777
1269,3981,347.65,-58.69999999999999,"F147",153,66,"R  ","II-III",62, ,18.4, ,18.7, ,19.4, ," ",11,230,324.79,-54.35,, ,1,6,17.4,1,C,, ,, ,348.3852944444444,-58.42758249999999
1279,3991,348.99999999999994,-57.69999999999999,"F148",-75,125,"RI ","III",49, ,17.4, ,17.7, ,18.1, ,"BD",239,289,324.92,-55.58,, ,0,6,17.3,1,C,, ,, ,349.7216105555555,-57.42630249999999
1263,3975,346.24999999999994,-58.94999999999999,"F147",113,55,"I  ","II-III?",67, ,17.7, ,17.9, ,18.5, ,"D",51,219,325.46,-53.69,, ,1,6,17.3,1,C,, ,, ,346.9971538888888,-58.67906999999999
1238,3950,344.22499999999997,-56.49999999999999,"F191",-70,-79,"I  ","III",88, ,18.0, ,18.1, ,18.4, ,"B",234,85,329.69,-54.72,, ,2,6,17.3,1,C,, ,, ,344.9768688888888,-56.231514722222215
1234,3946,343.72499999999997,-56.633333333333326,"F190",157,-95,"R: ","III",64, ,17.7, ,17.9, ,18.9, ," ",7,69,329.85,-54.43,, ,1,6,17.3,1,C,, ,, ,344.4809547222222,-56.36550083333333
1261,3973,346.19999999999993,-56.033333333333324,"F191",-12,-54,"R  ","I-II",65, ,17.6, ,18.0, ,19.1, ," ",176,110,328.91,-55.82,, ,1,6,17.4,1,C,, ,, ,346.9362469444444,-55.76246777777777
1352,4064,358.99999999999994,-60.26666666666666,"F111",-29,-13,"I  ","I-II",38, ,17.0, ,17.5, ,18.1, ," ",193,151,314.71,-55.92,, ,0,6,17.3,1,C,, ,, ,359.6464302777777,-59.98819694444444
1307,4019,353.4,-58.19999999999999,"F148",47,99,"I  ","III",60, ,17.8, ,18.0,?,18.9, ," ",117,263,320.97,-56.5,, ,1,6,17.3,1,C,, ,, ,354.08938194444437,-57.92317166666666
1315,4027,354.74999999999994,-56.24999999999999,"F192",-3,-65,"R: ","III",33, ,18.0, ,18.3, ,19.4, ,"Q",167,99,321.68,-58.55,, ,0,6,17.4,1,O,, ,, ,355.4262030555555,-55.972537499999994
1306,4018,353.17499999999995,-52.58333333333333,"F240",17,-137,"I  ","II-III",42, ,16.2, ,16.6, ,17.5, ,"QR",147,27,327.25,-61.08,, ,0,5,17.2,2,O,, ,, ,353.8566055555555,-52.30663305555555
1253,3965,345.62499999999994,-53.29999999999999,"F191",-31,93,"R  ","III",35, ,17.3, ,17.7, ,19.2, ," ",195,257,332.9,-57.49,, ,0,6,17.4,1,C,, ,, ,346.35571083333326,-53.02980277777777
1293,4005,350.87499999999994,-53.61666666666666,"F192",-127,74,"IR ","III",91,?,17.9, ,17.9, ,18.7, ,"BQ",291,238,328.16,-59.42,, ,2,6,17.3,1,O,1,C,, ,351.5730805555555,-53.341444722222214
1281,3993,349.32499999999993,-52.39999999999999,"F239",141,-128,"I  ","III",30, ,18.3,:,18.7,:,19.2, ," ",23,36,331.12,-59.71,, ,0,6,17.4,1,C,, ,, ,350.03018249999997,-52.12602638888888
1287,3999,349.99999999999994,-52.06666666666666,"F240",-86,-109,"IR:","III",52,:,16.3, ,16.8, ,18.0, ,"B",250,55,330.97,-60.24,, ,1,5,17.2,1,O,1,C,, ,350.70030166666663,-51.79212638888888
1202,3914,341.07499999999993,-60.61666666666666,"F147",-28,-30,"I  ","II-III",57, ,17.9, ,18.4, ,19.3, ," ",192,134,326.64,-50.69,, ,1,6,17.4,1,C,, ,, ,341.87201861111106,-60.3526136111111
1207,3919,341.525,-59.93333333333332,"F147",-16,5,"I  ","III",64, ,17.6, ,18.0, ,18.9, ," ",180,169,327.19,-51.32,, ,1,6,17.3,1,C,, ,, ,342.31421972222216,-59.66859972222221
1178,3890,338.525,-58.83333333333333,"F147",-100,62,"R  ","II:",63, ,18.0, ,18.3, ,19.0, ," ",264,226,330.1,-50.89,, ,1,6,17.4,2,C,, ,, ,339.33041999999995,-58.573473055555546
1163,3875,335.69999999999993,-57.48333333333333,"F146",90,135,"R  ","I-II:",86, ,16.4,?,16.8,:,17.7,:,"DR",74,299,333.21,-50.48,, ,2,5,17.2,3,C,, ,, ,336.51678138888883,-57.22871388888888
1174,3886,337.12499999999994,-54.99999999999999,"F190",-35,-3,"I  ","III",31, ,14.7,:,15.0,:,16.0, ,"DR",199,161,335.84,-52.51,0.075, ,0,4,16.2,1,C,, ,, ,337.9170547222222,-54.74267888888888
1193,3905,340.47499999999997,-55.883333333333326,"F190",63,-50,"R? ","II-III:",67, ,17.4, ,18.1, ,19.1, ," ",101,114,332.81,-53.54,, ,1,6,17.4,1,C,, ,, ,341.2498108333333,-55.62024249999999
1226,3938,342.99999999999994,-55.849999999999994,"F191",-108,-46,"RI:","II?",92, ,17.0,?,17.8, ,18.3, ," ",272,118,331.31,-54.66,, ,2,6,17.3,2,C,, ,, ,343.7575591666666,-55.58315388888888
1199,3911,340.775,-52.98333333333333,"F190",77,106,"RI:","II-III",58, ,15.0,:,16.3,:,17.1,:,"DR",87,270,336.64,-55.42,0.0381,),1,5,17.1,3,C,, ,, ,341.5344430555555,-52.719781944444435
1148,3860,334.17499999999995,-57.349999999999994,"F146",45,142,"R: ","III:",32, ,17.9,:,18.2,:,18.8, ," ",119,306,334.08,-49.87,, ,0,6,17.3,1,C,, ,, ,335.00132361111105,-57.09846305555555
1157,3869,334.54999999999995,-55.383333333333326,"F189",-110,-21,"I  ","II:",49, ,13.9, ,14.2, ,15.1, ,"DORS",274,143,336.56,-51.06,0.0396, ,0,3,15.3,2,C,, ,, ,335.3606983333333,-55.13103666666666
1138,3850,333.29999999999995,-53.64999999999999,"F189",104,70,"R  ","II-III:",47,:,15.9, ,16.4, ,17.3, ,"D",60,234,339.54,-51.25,, ,0,5,17.2,2,C,, ,, ,334.1075966666666,-53.40033999999999
1139,3851,333.37499999999994,-52.83333333333333,"F189",107,114,"I  ","I-II",33, ,14.1,:,14.8, ,15.8,:," ",57,278,340.68,-51.66,0.0529, ,0,4,16.0,1,C,, ,, ,334.1772994444444,-52.58351833333332
1124,3836,331.54999999999995,-52.06666666666666,"F237",49,-108,"R  ","I",81, ,14.7, ,16.5, ,17.2, ,"BS",115,56,342.54,-50.96,, ,2,5,17.2,2,C,, ,, ,332.3579702777777,-51.82089166666666
1152,3864,334.24999999999994,-52.73333333333333,"F190",-132,116,"R  ","II",60, ,15.2,:,16.0, ,16.6,:,"BD",296,280,340.44,-52.17,, ,1,5,16.7,4,C,, ,, ,335.0467158333333,-52.481673888888885
1158,3870,334.67499999999995,-52.83333333333333,"F190",-118,113,"R: ","II",51, ,16.7,:,17.9,:,19.0, ,"D",282,277,340.11,-52.36,, ,1,6,17.3,1,C,, ,, ,335.46982888888886,-52.58079805555555
1160,3872,335.025,-52.699999999999996,"F190",-107,120,"R  ","II-III",52, ,18.4, ,18.9, ,19.3, ," ",271,284,340.14,-52.61,, ,1,6,17.4,3,C,, ,, ,335.8170741666666,-52.44675527777777
1137,3849,333.17499999999995,-51.79999999999999,"F237",103,-96,"R: ","II-III",42, ,14.2,:,15.1, ,15.8, ," ",61,68,342.28,-51.99,0.0678, ,0,4,16.0,1,C,, ,, ,333.97250888888885,-51.55062194444444
1131,3843,332.17499999999995,-50.73333333333333,"F237",71,-38,"I  ","II-III:",105, ,17.7,:,18.0,:,18.9, ,"B",93,126,344.27,-51.84,, ,2,6,17.3,1,C,, ,, ,332.9719311111111,-50.48615777777777
1156,3868,334.525,-50.56666666666666,"F238",-101,-31,"R  ","II-III",96, ,17.6, ,18.3, ,19.2, ,"BD",265,133,343.54,-53.27,, ,2,6,17.4,1,C,, ,, ,335.3086283333333,-50.314452777777774
1151,3863,334.22499999999997,-49.33333333333333,"F237",145,35,"R  ","II-III",63, ,17.9,:,18.3, ,18.7, ," ",19,199,345.57,-53.59,, ,1,6,17.3,1,C,, ,, ,335.0040625,-49.08174694444444
1203,3915,341.15,-52.31666666666666,"F190",92,141,"IR:","II-III",55, ,15.7,:,16.2,:,17.1,:," ",72,305,337.37,-55.99,, ,1,5,17.0,3,C,, ,, ,341.9044041666666,-52.05253666666666
1210,3922,341.67499999999995,-52.033333333333324,"F239",-110,-109,"R  ","II-III",51, ,15.9,:,16.5,:,17.5,:,"BDR",274,55,337.46,-56.41,, ,1,5,17.2,4,C,, ,, ,342.42516972222217,-51.76840916666666
1213,3925,342.22499999999997,-46.849999999999994,"F290",-31,-98,"I  ","II",38, ,14.9,:,15.2,:,16.2,:,"DR",195,66,345.37,-59.48,0.0516, ,0,4,16.4,1,O,1,A,, ,342.9541841666666,-46.584283611111104
1225,3937,342.84999999999997,-46.61666666666666,"F290",-8,-85,"R  ","III",129, ,17.5,:,18.2, ,19.3, ," ",172,79,345.36,-59.97,, ,2,6,17.4,1,O,1,A,, ,343.57541472222215,-46.35005999999999
1171,3883,336.775,-48.43333333333333,"F238",-25,87,"R  ","II",40, ,16.3, ,16.9, ,17.4, ,"BD",189,251,345.82,-55.49,, ,0,5,17.2,1,C,, ,, ,337.5370772222222,-48.17670083333333
1165,3877,335.79999999999995,-49.16666666666666,"F238",-50,46,"R  ","I-II",103, ,15.7, ,16.4, ,17.1, ,"BD",214,210,345.12,-54.6,, ,2,5,17.2,1,C,, ,, ,336.5702472222222,-48.9119025
1164,3876,335.79999999999995,-47.99999999999999,"F289",-11,-160,"RI ","I",36, ,16.6, ,16.8, ,18.1, ,"DR",175,4,346.98,-55.07,, ,0,6,17.3,1,O,, ,, ,336.5650530555555,-47.74524166666666
1198,3910,340.74999999999994,-46.24999999999999,"F290",-93,-69,"I  ","II-III",47, ,15.6, ,16.7, ,17.5, ,"D",257,95,347.33,-58.86,, ,0,5,17.2,1,A,, ,, ,341.48442333333327,-45.98651333333333
1196,3908,340.65,-45.3,"F290",-91,-15,"I  ","III",41, ,15.9,:,16.5,:,17.7, ,"D",255,149,349.05,-59.2,, ,0,5,17.2,1,O,1,A,, ,341.38183416666664,-45.036673888888885
1322,4034,355.99999999999994,-52.58333333333333,"F192",37,132,"I  ","I",67, ,17.1, ,17.5, ,18.7, ,"D",127,296,324.28,-62.06,, ,1,6,17.3,1,O,, ,, ,356.6638713888888,-52.30542138888888
1310,4022,353.92499999999995,-51.133333333333326,"F240",43,-59,"I  ","II-III",45, ,17.0, ,17.3, ,18.6, ," ",121,105,328.32,-62.52,, ,0,6,17.3,1,O,, ,, ,354.60007361111104,-50.85624777777777
1318,4030,355.62499999999994,-50.599999999999994,"F240",102,-32,"I  ","II-III",44, ,17.4,?,18.1, ,19.2, ," ",62,132,327.1,-63.58,, ,0,6,17.4,1,O,, ,, ,356.2894827777777,-50.32221222222221
1313,4025,354.275,-49.91666666666666,"F240",57,5,"I  ","II",33, ,16.7, ,17.2, ,18.2, ," ",107,169,329.57,-63.62,, ,0,6,17.3,1,O,, ,, ,354.94662583333326,-49.63941777777777
1275,3987,348.49999999999994,-48.54999999999999,"F239",120,79,"R  ","II-III",50, ,15.0,:,15.7,:,17.3, ,"D",44,243,337.6,-61.99,, ,1,5,17.2,1,C,, ,, ,349.2013838888888,-48.276778611111105
1334,4046,356.94999999999993,-41.849999999999994,"F348",-23,-97,"I  ","III",50, ,17.6, ,18.0, ,19.2, ," ",187,67,339.92,-70.9,, ,1,6,17.4,1,C,, ,, ,357.60248888888884,-41.571842499999995
1286,3998,349.72499999999997,-42.166666666666664,"F291",-13,153,"RI ","I",40, ,15.4, ,16.3, ,17.7, ," ",177,317,348.32,-66.46,, ,0,5,17.2,1,O,, ,, ,350.4089980555555,-41.89236972222221
1288,4000,350.07499999999993,-40.916666666666664,"F347",-39,-48,"R  ","I-II",46, ,17.4, ,18.1, ,19.2,:,"B",203,116,350.72,-67.32,, ,0,6,17.4,1,C,, ,, ,350.7556947222222,-40.64208416666666
1317,4029,355.24999999999994,-38.55,"F348",-94,76,"RI ","III",43, ,15.8, ,16.1, ,17.7, ," ",258,240,350.56,-71.95,, ,0,5,17.2,1,C,, ,, ,355.90771583333327,-38.27236055555555
1296,4008,351.9,-39.599999999999994,"F347",30,22,"I  ","I",66, ,13.8, ,16.3, ,16.7, ,"O",134,186,351.94,-69.18,, ,1,5,16.9,1,C,, ,, ,352.57166888888884,-39.32408416666666
1303,4015,352.44999999999993,-37.71666666666666,"F347",58,124,"IR:","II-III",36, ,16.8,?,17.1,:,18.4,:,"B",106,288,356.19,-70.44,, ,0,6,17.3,2,C,, ,, ,353.1176147222222,-37.44040583333333
1309,4021,353.87499999999994,-38.383333333333326,"F347",116,86,"I  ","II-III",52, ,15.4, ,16.3, ,17.2, ," ",48,250,352.79,-71.12,, ,1,5,17.2,1,C,, ,, ,354.53785249999993,-38.10628805555555
1314,4026,354.57499999999993,-37.8,"F348",-124,115,"I  ","II-III",45, ,15.2, ,15.8,:,16.4,?,"B",288,279,353.52,-71.89,, ,0,5,16.6,3,C,, ,, ,355.23478277777775,-37.52263333333333
1240,3952,344.32499999999993,-46.04999999999999,"F290",47,-55,"IR ","II-III",49, ,16.1, ,16.7, ,17.8, ," ",117,109,345.33,-61.13,, ,0,5,17.2,1,O,, ,, ,345.04165777777774,-45.78141722222222
1241,3953,344.34999999999997,-45.58333333333333,"F290",47,-30,"I  ","III",39, ,17.8, ,18.6, ,18.9, ," ",117,134,346.15,-61.38,, ,0,6,17.3,1,O,, ,, ,345.0653141666666,-45.314719722222215
1258,3970,345.74999999999994,-45.48333333333333,"F290",101,-26,"IR ","III",60, ,16.0,:,16.5, ,17.3, ,"DQR",63,138,345.27,-62.28,, ,1,5,17.2,2,O,1,A,, ,346.4584019444444,-45.21300944444444
1251,3963,345.24999999999994,-44.58333333333333,"F290",82,22,"RI:","III",40, ,14.9, ,16.0, ,16.8, ,"R",82,186,347.32,-62.43,0.089, ,0,5,17.0,1,O,1,A,, ,345.95861999999994,-44.31360416666666
1260,3972,345.775,-44.633333333333326,"F290",103,19,"R  ","II-III",64, ,16.0,:,16.8, ,17.4, ,"QR",61,183,346.83,-62.73,, ,1,5,17.2,2,O,1,A,, ,346.48131138888886,-44.362982222222215
1257,3969,345.69999999999993,-44.41666666666666,"F290",101,32,"I  ","III",55, ,16.0,:,16.6, ,17.0, ,"DR",63,196,347.29,-62.79,0.0699, ,1,5,17.2,1,O,1,A,, ,346.40616249999994,-44.146403611111104
1244,3956,344.59999999999997,-43.93333333333333,"F290",59,58,"I  ","III",30,:,15.7, ,16.0, ,17.3, ,"DR",105,222,349.04,-62.33,, ,0,5,17.2,1,O,, ,, ,345.31002388888885,-43.66440666666666
1243,3955,344.49999999999994,-43.58333333333333,"F290",55,77,"RI:","III",38, ,17.7, ,18.7, ,19.0, ," ",109,241,349.78,-62.43,, ,0,6,17.4,1,O,1,A,, ,345.2096266666666,-43.31453388888888
1265,3977,346.82499999999993,-40.699999999999996,"F346",93,-35,"I  ","II",61, ,17.4,?,18.1, ,19.0, ," ",71,129,353.98,-65.23,, ,1,6,17.3,1,C,, ,, ,347.51863111111106,-40.42848166666666
1250,3962,345.15,-39.43333333333333,"F346",23,33,"RI ","III",89, ,18.0, ,18.3, ,19.3, ," ",141,197,357.88,-64.52,, ,2,6,17.4,1,C,, ,, ,345.8477752777777,-39.16373722222222
1197,3909,340.69999999999993,-44.55,"F290",-91,25,"I  ","II-III",50, ,16.2, ,18.0, ,19.2, ," ",255,189,350.37,-59.54,, ,1,6,17.4,1,O,, ,, ,341.4292597222222,-44.28659777777777
1192,3904,340.44999999999993,-43.8,"F290",-101,65,"I  ","III",79, ,16.8, ,18.1, ,18.8, ," ",265,229,351.87,-59.67,, ,1,6,17.3,1,O,, ,, ,341.1780697222222,-43.53699611111111
1190,3902,339.74999999999994,-42.86666666666666,"F290",-130,114,"RI:","II-III",33, ,16.3,:,16.7,:,18.5, ,"B",294,278,353.95,-59.53,, ,0,6,17.3,1,O,1,A,, ,340.4782280555555,-42.60480138888888
1208,3920,341.54999999999995,-41.18333333333333,"F346",-120,-64,"R  ","I-II",68, ,15.9,?,17.4,?,18.3, ," ",284,100,356.27,-61.35,, ,1,6,17.3,1,C,, ,, ,342.2660188888888,-40.918632499999994
1232,3944,343.4,-40.283333333333324,"F346",-46,-15,"IR ","I-II:",50, ,15.9,:,17.2, ,18.3, ," ",210,149,357.1,-62.97,, ,1,6,17.3,1,C,, ,, ,344.1064291666666,-40.015985833333325
1233,3945,343.69999999999993,-39.36666666666666,"F346",-35,36,"I  ","I?",40, ,17.4,?,18.9, ,19.4, ," ",199,200,358.86,-63.48,, ,0,6,17.4,1,C,, ,, ,344.4031852777777,-39.09891805555555
1256,3968,345.69999999999993,-39.383333333333326,"F346",47,36,"I  ","III",94, ,17.6, ,17.8, ,18.6, ," ",117,200,357.65,-64.94,, ,2,6,17.3,1,C,, ,, ,346.3955597222222,-39.11308166666666
1272,3984,348.15,-38.06666666666666,"F347",-122,98,"IR:","II-III",114, ,17.2, ,17.6, ,18.3, ,"B",286,262,359.03,-67.19,, ,2,6,17.3,3,C,, ,, ,348.83399888888886,-37.79379833333333
1292,4004,350.525,-37.23333333333333,"F347",-22,147,"I  ","III",39, ,17.8,:,18.1, ,19.0, ," ",186,311,359.27,-69.24,, ,0,6,17.3,1,C,, ,, ,351.19914138888885,-36.95840166666666
1298,4010,352.12499999999994,-36.78333333333333,"F408",-82,-96,"R  ","I-II",67, ,14.8,?,16.1, ,16.7, ,"B",246,68,359.05,-70.6,, ,1,5,16.9,1,C,, ,, ,352.79288388888887,-36.50727638888888
1301,4013,352.29999999999995,-35.55,"F408",-75,-29,"RI ","III",51, ,17.6,?,18.1, ,18.9, ," ",239,135,2.4,-71.18,, ,1,6,17.3,1,C,, ,, ,352.9660838888888,-35.27383472222222
1299,4011,352.24999999999994,-34.71666666666666,"F408",-78,15,"I  ","II-III?",95, ,16.7,?,17.2, ,18.2, ,"B",242,179,4.9,-71.41,, ,2,6,17.3,1,C,, ,, ,352.9154769444444,-34.440533888888886
1277,3989,348.84999999999997,-35.949999999999996,"F407",33,-45,"R  ","II?",65, ,17.6, ,18.5, ,19.3, ,"B",131,119,3.86,-68.4,, ,1,6,17.4,1,C,, ,, ,349.5283902777777,-35.67647833333333
1249,3961,345.07499999999993,-38.11666666666666,"F346",22,103,"R  ","II",60, ,17.9, ,18.7, ,19.4, ," ",142,267,0.85,-64.88,, ,1,6,17.4,1,C,, ,, ,345.7704280555555,-37.847165
1248,3960,345.025,-35.199999999999996,"F407",-134,-11,"RI:","III",73, ,17.5, ,17.7, ,18.5,:,"B",298,153,7.62,-65.56,, ,1,6,17.3,3,C,, ,, ,345.71507361111105,-34.930566111111105
1247,3959,344.92499999999995,-33.666666666666664,"F407",-142,69,"I  ","II-III",69, ,16.2,?,16.4,?,17.4,:,"B",306,233,11.33,-65.72,, ,1,5,17.2,3,C,, ,, ,345.6126305555555,-33.39735916666666
1105,3817,326.97499999999997,-50.24999999999999,"F237",-105,-15,"R  ","II:",85, ,17.4,:,17.7, ,18.3, ,"B",269,149,346.7,-48.88,, ,2,6,17.3,1,C,, ,, ,327.7954433333333,-50.01543777777777
1108,3820,327.32499999999993,-48.633333333333326,"F237",-96,72,"I  ","II-III:",66, ,17.6, ,18.0, ,18.4, ,"B",260,236,348.99,-49.54,, ,1,6,17.3,1,C,, ,, ,328.13387027777776,-48.39787444444444
1127,3839,331.82499999999993,-49.16666666666666,"F237",62,46,"I  ","II",115, ,16.6, ,17.1, ,17.7, ," ",102,210,346.77,-52.2,, ,2,5,17.2,1,C,, ,, ,332.6152555555555,-48.920288055555545
1129,3841,332.07499999999993,-48.83333333333333,"F237",69,64,"R  ","II-III:",112, ,17.3,:,17.5, ,18.3, ,"B",95,228,347.19,-52.46,, ,2,6,17.3,1,C,, ,, ,332.86228972222216,-48.58639444444444
1133,3845,332.84999999999997,-48.06666666666666,"F237",98,104,"I  ","II:",72, ,17.3, ,17.5, ,18.5, ," ",66,268,348.1,-53.21,, ,1,6,17.3,1,C,, ,, ,333.62969138888883,-47.81801805555555
